SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,Date,ScientificName,CommonName,ReserveStatus,Reference,Count,HorizontalSecci,Surge,MeanDepth
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,Paralabrax clathratus,"kelp bass, adult",Outside,TRUE,1,9,5,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,Paralabrax clathratus,"kelp bass, juvenile",Outside,TRUE,0,9,5,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,Phanerodon furcatus,white surfperch,Outside,TRUE,4,9,5,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,Rhacochilus toxotes,rubberlip surfperch,Outside,TRUE,6,9,5,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,Rhacochilus vacca,"pile perch, adult",Outside,TRUE,14,9,5,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,Rhacochilus vacca,"pile perch, juvenile",Outside,TRUE,0,9,5,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,Scorpaenichthys marmoratus,"cabezon, adult",Outside,TRUE,1,9,5,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,Sebastes atrovirens,"kelp rockfish, adult",Outside,TRUE,18,9,5,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,Sebastes atrovirens,"kelp rockfish, juvenile",Outside,TRUE,0,9,5,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,Sebastes carnatus,"gopher rockfish, adult",Outside,TRUE,2,9,5,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,Sebastes chrysomelas,"black and yellow rockfish, adult",Outside,TRUE,5,9,5,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,Sebastes mystinus,"blue rockfish, adult",Outside,TRUE,9,9,5,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,Sebastes mystinus,"blue rockfish, juvenile",Outside,TRUE,2,9,5,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,Sebastes serranoides,"olive rockfish, adult",Outside,TRUE,6,9,5,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,Sebastes serranoides/flavidus,"olive/yellowtail rockfish, juvenile",Outside,TRUE,0,9,5,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,Sebastes serriceps,"treefish, adult",Outside,TRUE,1,9,5,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,Sebastes serriceps,"treefish, juvenile",Outside,TRUE,2,9,5,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,Semicossyphus pulcher,"California sheephead, female",Outside,TRUE,12,9,5,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,Semicossyphus pulcher,"California sheephead, juvenile",Outside,TRUE,0,9,5,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,Semicossyphus pulcher,"California sheephead, male",Outside,TRUE,4,9,5,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Alloclinus holderi,island kelpfish,Outside,TRUE,0,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Artedius corallinus,coralline sculpin,Outside,TRUE,1,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Brachyistius frenatus,kelp surfperch,Outside,TRUE,4,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Caulolatilus princeps,"ocean whitefish, adult",Outside,TRUE,1,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Chromis punctipinnis,"blacksmith, adult",Outside,TRUE,13,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Chromis punctipinnis,"blacksmith, juvenile",Outside,TRUE,0,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Coryphopterus nicholsi,blackeye goby,Outside,TRUE,13,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Embiotoca jacksoni,"black surfperch, adult",Outside,TRUE,8,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Embiotoca jacksoni,"black surfperch, juvenile",Outside,TRUE,1,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Embiotoca lateralis,"striped surfperch, adult",Outside,TRUE,23,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Embiotoca lateralis,"striped surfperch, juvenile",Outside,TRUE,4,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Girella nigricans,"opaleye, adult",Outside,TRUE,2,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Girella nigricans,"opaleye, juvenile",Outside,TRUE,0,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Halichoeres semicinctus,"rock wrasse, female",Outside,TRUE,0,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Halichoeres semicinctus,"rock wrasse, male",Outside,TRUE,0,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Hypsurus caryi,rainbow surfperch,Outside,TRUE,1,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Hypsypops rubicundus,"garibaldi, adult",Outside,TRUE,0,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Hypsypops rubicundus,"garibaldi, juvenile",Outside,TRUE,0,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Lythrypnus dalli,blue-banded goby,Outside,TRUE,0,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Medialuna californiensis,"halfmoon, adult",Outside,TRUE,13,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Orthonopias triacis,snubnose sculpin,Outside,TRUE,1,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Oxyjulis californica,"senorita, adult",Outside,TRUE,76,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Oxyjulis californica,"senorita, juvenile",Outside,TRUE,2,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Oxylebius pictus,painted greenling,Outside,TRUE,7,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Paralabrax clathratus,"kelp bass, adult",Outside,TRUE,1,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Paralabrax clathratus,"kelp bass, juvenile",Outside,TRUE,0,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Rhacochilus toxotes,rubberlip surfperch,Outside,TRUE,13,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Rhacochilus vacca,"pile perch, adult",Outside,TRUE,7,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Rhacochilus vacca,"pile perch, juvenile",Outside,TRUE,1,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Sebastes atrovirens,"kelp rockfish, adult",Outside,TRUE,27,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Sebastes atrovirens,"kelp rockfish, juvenile",Outside,TRUE,2,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Sebastes atrovirens/carnatus/caurinus/chrysomelas,"kelp/gopher/copper/black and yellow rockfish, juvenile",Outside,TRUE,4,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Sebastes carnatus,"gopher rockfish, adult",Outside,TRUE,1,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Sebastes chrysomelas,"black and yellow rockfish, adult",Outside,TRUE,8,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Sebastes mystinus,"blue rockfish, adult",Outside,TRUE,3,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Sebastes mystinus,"blue rockfish, juvenile",Outside,TRUE,0,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Sebastes serranoides,"olive rockfish, adult",Outside,TRUE,2,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Sebastes serranoides/flavidus,"olive/yellowtail rockfish, juvenile",Outside,TRUE,1,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Sebastes serriceps,"treefish, adult",Outside,TRUE,2,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Sebastes serriceps,"treefish, juvenile",Outside,TRUE,0,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Semicossyphus pulcher,"California sheephead, female",Outside,TRUE,7,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Semicossyphus pulcher,"California sheephead, juvenile",Outside,TRUE,0,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,Semicossyphus pulcher,"California sheephead, male",Outside,TRUE,2,NA,20,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Alloclinus holderi,island kelpfish,Outside,TRUE,0,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Atherinops affinis,top smelt,Outside,TRUE,28,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Brachyistius frenatus,kelp surfperch,Outside,TRUE,13,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Caulolatilus princeps,"ocean whitefish, adult",Outside,TRUE,1,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Chromis punctipinnis,"blacksmith, adult",Outside,TRUE,2,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Chromis punctipinnis,"blacksmith, juvenile",Outside,TRUE,0,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Coryphopterus nicholsi,blackeye goby,Outside,TRUE,28,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Embiotoca jacksoni,"black surfperch, adult",Outside,TRUE,7,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Embiotoca jacksoni,"black surfperch, juvenile",Outside,TRUE,0,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Embiotoca lateralis,"striped surfperch, adult",Outside,TRUE,14,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Embiotoca lateralis,"striped surfperch, juvenile",Outside,TRUE,1,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Gibbonsia elegans,spotted kelpfish,Outside,TRUE,1,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Girella nigricans,"opaleye, adult",Outside,TRUE,5,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Girella nigricans,"opaleye, juvenile",Outside,TRUE,0,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Halichoeres semicinctus,"rock wrasse, female",Outside,TRUE,0,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Halichoeres semicinctus,"rock wrasse, juvenile",Outside,TRUE,0,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Halichoeres semicinctus,"rock wrasse, male",Outside,TRUE,0,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Hypsurus caryi,rainbow surfperch,Outside,TRUE,5,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Hypsypops rubicundus,"garibaldi, adult",Outside,TRUE,0,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Hypsypops rubicundus,"garibaldi, juvenile",Outside,TRUE,0,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Lythrypnus dalli,blue-banded goby,Outside,TRUE,0,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Medialuna californiensis,"halfmoon, adult",Outside,TRUE,2,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Myliobatis californica,bat ray,Outside,TRUE,1,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Oxyjulis californica,"senorita, adult",Outside,TRUE,94,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Oxyjulis californica,"senorita, juvenile",Outside,TRUE,0,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Oxylebius pictus,painted greenling,Outside,TRUE,21,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Paralabrax clathratus,"kelp bass, adult",Outside,TRUE,9,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Paralabrax clathratus,"kelp bass, juvenile",Outside,TRUE,0,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Rhacochilus toxotes,rubberlip surfperch,Outside,TRUE,10,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Rhacochilus vacca,"pile perch, adult",Outside,TRUE,13,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Rhacochilus vacca,"pile perch, juvenile",Outside,TRUE,0,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Sebastes atrovirens,"kelp rockfish, adult",Outside,TRUE,14,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Sebastes atrovirens,"kelp rockfish, juvenile",Outside,TRUE,0,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Sebastes atrovirens/carnatus/caurinus/chrysomelas,"kelp/gopher/copper/black and yellow rockfish, juvenile",Outside,TRUE,10,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Sebastes carnatus,"gopher rockfish, adult",Outside,TRUE,1,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Sebastes caurinus,"copper rockfish, adult",Outside,TRUE,1,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Sebastes chrysomelas,"black and yellow rockfish, adult",Outside,TRUE,6,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Sebastes miniatus,"vermillion rockfish, juvenile",Outside,TRUE,1,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Sebastes mystinus,"blue rockfish, adult",Outside,TRUE,4,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Sebastes mystinus,"blue rockfish, juvenile",Outside,TRUE,7,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Sebastes paucispinis,"bocaccio, juvenile",Outside,TRUE,1,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Sebastes serranoides,"olive rockfish, adult",Outside,TRUE,2,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Sebastes serranoides/flavidus,"olive/yellowtail rockfish, juvenile",Outside,TRUE,2,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Sebastes serriceps,"treefish, adult",Outside,TRUE,2,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Sebastes serriceps,"treefish, juvenile",Outside,TRUE,2,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Semicossyphus pulcher,"California sheephead, female",Outside,TRUE,4,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Semicossyphus pulcher,"California sheephead, juvenile",Outside,TRUE,0,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Semicossyphus pulcher,"California sheephead, male",Outside,TRUE,1,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,Trachurus symmetricus,jack mackerel,Outside,TRUE,19,12,30,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Alloclinus holderi,island kelpfish,Outside,TRUE,0,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Artedius corallinus,coralline sculpin,Outside,TRUE,1,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Atherinops affinis,top smelt,Outside,TRUE,52,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Brachyistius frenatus,kelp surfperch,Outside,TRUE,14,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Caulolatilus princeps,"ocean whitefish, adult",Outside,TRUE,2,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Chromis punctipinnis,"blacksmith, adult",Outside,TRUE,30,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Chromis punctipinnis,"blacksmith, juvenile",Outside,TRUE,0,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Coryphopterus nicholsi,blackeye goby,Outside,TRUE,53,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Embiotoca jacksoni,"black surfperch, adult",Outside,TRUE,4,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Embiotoca jacksoni,"black surfperch, juvenile",Outside,TRUE,0,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Embiotoca lateralis,"striped surfperch, adult",Outside,TRUE,7,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Embiotoca lateralis,"striped surfperch, juvenile",Outside,TRUE,0,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Gibbonsia,kelpfish spp.,Outside,TRUE,1,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Halichoeres semicinctus,"rock wrasse, female",Outside,TRUE,0,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Halichoeres semicinctus,"rock wrasse, juvenile",Outside,TRUE,0,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Halichoeres semicinctus,"rock wrasse, male",Outside,TRUE,0,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Hypsurus caryi,rainbow surfperch,Outside,TRUE,22,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Hypsypops rubicundus,"garibaldi, adult",Outside,TRUE,0,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Hypsypops rubicundus,"garibaldi, juvenile",Outside,TRUE,0,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Lythrypnus dalli,blue-banded goby,Outside,TRUE,0,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Medialuna californiensis,"halfmoon, adult",Outside,TRUE,2,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Myliobatis californica,bat ray,Outside,TRUE,4,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Orthonopias triacis,snubnose sculpin,Outside,TRUE,1,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Oxyjulis californica,"senorita, adult",Outside,TRUE,81,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Oxyjulis californica,"senorita, juvenile",Outside,TRUE,1,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Oxylebius pictus,painted greenling,Outside,TRUE,19,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Paralabrax clathratus,"kelp bass, adult",Outside,TRUE,5,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Paralabrax clathratus,"kelp bass, juvenile",Outside,TRUE,0,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Rhacochilus toxotes,rubberlip surfperch,Outside,TRUE,2,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Rhacochilus vacca,"pile perch, adult",Outside,TRUE,8,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Rhacochilus vacca,"pile perch, juvenile",Outside,TRUE,0,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Sebastes atrovirens,"kelp rockfish, adult",Outside,TRUE,27,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Sebastes atrovirens,"kelp rockfish, juvenile",Outside,TRUE,1,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Sebastes atrovirens/carnatus/caurinus/chrysomelas,"kelp/gopher/copper/black and yellow rockfish, juvenile",Outside,TRUE,2,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Sebastes carnatus,"gopher rockfish, adult",Outside,TRUE,1,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Sebastes caurinus,"copper rockfish, adult",Outside,TRUE,1,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Sebastes chrysomelas,"black and yellow rockfish, adult",Outside,TRUE,10,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Sebastes mystinus,"blue rockfish, adult",Outside,TRUE,4,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Sebastes mystinus,"blue rockfish, juvenile",Outside,TRUE,1,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Sebastes serranoides,"olive rockfish, adult",Outside,TRUE,1,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Sebastes serranoides/flavidus,"olive/yellowtail rockfish, juvenile",Outside,TRUE,1,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Sebastes serriceps,"treefish, adult",Outside,TRUE,1,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Sebastes serriceps,"treefish, juvenile",Outside,TRUE,2,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Semicossyphus pulcher,"California sheephead, female",Outside,TRUE,5,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Semicossyphus pulcher,"California sheephead, juvenile",Outside,TRUE,0,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,Semicossyphus pulcher,"California sheephead, male",Outside,TRUE,3,12.3,22,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-09-22,Alloclinus holderi,island kelpfish,Outside,TRUE,0,8.5,25,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-09-22,Brachyistius frenatus,kelp surfperch,Outside,TRUE,26,8.5,25,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-09-22,Caulolatilus princeps,"ocean whitefish, adult",Outside,TRUE,2,8.5,25,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-09-22,Chromis punctipinnis,"blacksmith, adult",Outside,TRUE,118,8.5,25,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-09-22,Chromis punctipinnis,"blacksmith, juvenile",Outside,TRUE,0,8.5,25,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-09-22,Coryphopterus nicholsi,blackeye goby,Outside,TRUE,105,8.5,25,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-09-22,Embiotoca jacksoni,"black surfperch, adult",Outside,TRUE,9,8.5,25,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-09-22,Embiotoca jacksoni,"black surfperch, juvenile",Outside,TRUE,3,8.5,25,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-09-22,Embiotoca lateralis,"striped surfperch, adult",Outside,TRUE,14,8.5,25,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-09-22,Embiotoca lateralis,"striped surfperch, juvenile",Outside,TRUE,0,8.5,25,46.72
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-09-22,Gibbonsia,kelpfish spp.,Outside,TRUE,2,8.5,25,46.72
