SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,Date,shannon,ReserveStatus,Reference,HorizontalSecci,Surge,MeanDepth,survey
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1987,1987-08-28,0.8369480959880398,Inside,TRUE,NA,5,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1988,1988-07-14,0.8129289444936276,Inside,TRUE,8,3,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1988,1988-09-23,0.8129289444936276,Inside,TRUE,9.7,26,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1989,1989-06-23,1.487091238066281,Inside,TRUE,10,12,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1989,1989-07-11,1.487091238066281,Inside,TRUE,14.5,25,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1990,1990-07-25,0.49820191111595574,Inside,TRUE,11,0,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1990,1990-10-25,0.49820191111595574,Inside,TRUE,25,3,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1991,1991-09-20,1.5839091848134057,Inside,TRUE,7,40,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1991,1991-10-04,1.5839091848134057,Inside,TRUE,NA,10,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1992,1992-07-17,0.3771664552264132,Inside,TRUE,15.1,0,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1992,1992-10-07,0.3771664552264132,Inside,TRUE,15,0,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1993,1993-08-11,1.638021784064872,Inside,TRUE,10.2,7,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1993,1993-09-29,1.638021784064872,Inside,TRUE,14,0,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1994,1994-08-25,1.704003085265792,Inside,TRUE,16.9,5,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1994,1994-09-29,1.704003085265792,Inside,TRUE,20.8,0,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1995,1995-08-09,1.2253231745800681,Inside,TRUE,8.5,10,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1995,1995-09-15,1.2253231745800681,Inside,TRUE,7,10,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1996,1996-07-25,0.7104604949270872,Inside,TRUE,15,NA,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1996,1996-10-02,0.7104604949270872,Inside,TRUE,NA,10,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1997,1997-07-24,1.703388862384362,Inside,TRUE,11.7,5,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1997,1997-08-08,1.703388862384362,Inside,TRUE,14.9,20,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1998,1998-08-05,1.3224147208747563,Inside,TRUE,6.5,5,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1998,1998-09-14,1.3224147208747563,Inside,TRUE,13,10,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1999,1999-10-01,1.2137695409873521,Inside,TRUE,15.6,5,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,2000-08-04,0.764429264965823,Inside,TRUE,11,0,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,2000-08-17,0.764429264965823,Inside,TRUE,8.9,10,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,2001-08-15,1.5651872799678284,Inside,TRUE,10.5,10,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,2001-08-31,1.5651872799678284,Inside,TRUE,12.5,15,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,2002-07-12,0,Inside,TRUE,8,10,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,2002-08-09,0,Inside,TRUE,9,3,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,2003-08-20,0.5036854613653327,Inside,TRUE,7.5,10,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,2003-09-26,0.5036854613653327,Inside,TRUE,11,0,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,2004-08-12,1.196832641925278,Inside,TRUE,10,5,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,2004-09-17,1.196832641925278,Inside,TRUE,13,3,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,2005-09-08,1.8749115038650164,Inside,TRUE,10,10,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2006,2006-08-24,1.3180852068393232,Inside,TRUE,12,0,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2007,2007-09-05,1.7086593265636276,Inside,TRUE,3,20,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2007,2007-10-04,1.7086593265636276,Inside,TRUE,15,NA,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2008,2008-09-11,0.9987120620368775,Inside,TRUE,9,0,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2009,2009-10-06,1.344803039377001,Inside,TRUE,12.1,0,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2010,2010-07-13,1.8499405218098701,Inside,TRUE,6,0,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2010,2010-08-16,1.8499405218098701,Inside,TRUE,7.5,0,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2011,2011-08-19,1.0986122886681096,Inside,TRUE,11,10,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2012,2012-08-16,0,Inside,TRUE,9.6,10,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2012,2012-10-03,0,Inside,TRUE,23.5,5,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2013,2013-08-27,1.6740302402040954,Inside,TRUE,11.7,2,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2014,2014-08-26,2.253180918781949,Inside,TRUE,12.1,15,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2015,2015-09-17,1.8188791768090593,Inside,TRUE,22,5,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016,2016-08-25,1.7994574172560014,Inside,TRUE,16,1,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2017,2017-08-08,2.0836406311535423,Inside,TRUE,16.1,5,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2018,2018-08-06,1.718424344886947,Inside,TRUE,11,5,15.45,VFT
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2019,2019-06-06,1.5887812510710098,Inside,TRUE,15.5,8,15.45,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1986,1986-09-10,0.5193528320416461,Outside,FALSE,7.7,NA,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1987,1987-07-14,0.5630326661455097,Outside,FALSE,7.7,NA,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1987,1987-09-18,0.5630326661455097,Outside,FALSE,6.8,15,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1988,1988-08-15,1.1230851212686224,Outside,FALSE,5.1,14,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1988,1988-08-31,1.1230851212686224,Outside,FALSE,10.8,13,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1989,1989-10-03,0.9788494313626266,Outside,FALSE,12.3,40,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1989,1989-10-26,0.9788494313626266,Outside,FALSE,13.6,15,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1990,1990-08-10,0.19379002901959233,Outside,FALSE,8.4,10,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1990,1990-09-10,0.19379002901959233,Outside,FALSE,13.7,15,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1991,1991-08-26,0.9917126133028585,Outside,FALSE,9.1,20,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1991,1991-10-17,0.9917126133028585,Outside,FALSE,14.8,10,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1992,1992-09-04,0.9361295587525559,Outside,FALSE,14.9,5,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1992,1992-10-20,0.9361295587525559,Outside,FALSE,8.2,25,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1993,1993-08-10,1.467264057529486,Outside,FALSE,11,10,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1993,1993-09-27,1.467264057529486,Outside,FALSE,7,45,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1994,1994-07-25,1.5908082671726278,Outside,FALSE,7.8,30,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1994,1994-08-22,1.5908082671726278,Outside,FALSE,7.2,20,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1995,1995-07-27,1.334182658441101,Outside,FALSE,5,30,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1995,1995-09-13,1.334182658441101,Outside,FALSE,4.8,15,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1996,1996-08-21,1.0988647998341432,Outside,FALSE,6.2,35,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1996,1996-09-16,1.0988647998341432,Outside,FALSE,13,12,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1997,1997-09-08,0.45521856972898,Outside,FALSE,10.3,10,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1998,1998-08-24,0.804113899370158,Outside,FALSE,13.1,60,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1998,1998-09-17,0.804113899370158,Outside,FALSE,14.2,15,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1999,1999-07-22,1.6929731186046466,Outside,FALSE,9,10,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,1999,1999-08-17,1.6929731186046466,Outside,FALSE,10,0,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2000,2000-06-26,1.5016948805004884,Outside,FALSE,8.4,10,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2000,2000-07-17,1.5016948805004884,Outside,FALSE,4.7,NA,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2001,2001-06-25,1.052035764669307,Outside,FALSE,5.5,30,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2001,2001-08-13,1.052035764669307,Outside,FALSE,11,25,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2002,2002-07-08,1.5077165443381935,Outside,FALSE,14.9,7,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2002,2002-09-12,1.5077165443381935,Outside,FALSE,9.5,50,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2003,2003-08-07,0.6410354778811556,Outside,FALSE,5.6,0,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2003,2003-09-22,0.6410354778811556,Outside,FALSE,2,25,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2004,2004-07-12,1.5547946219460065,Outside,FALSE,8,10,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2005,2005-08-23,1.3224147208747563,Outside,FALSE,10,20,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2006,2006-08-21,1.735604765423699,Outside,FALSE,13.5,11,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2007,2007-06-21,1.7113060444354342,Outside,FALSE,7,20,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2007,2007-08-15,1.7113060444354342,Outside,FALSE,4.5,10,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2008,2008-09-29,1.2958401839790625,Outside,FALSE,5,0,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2009,2009-07-31,0.8131129888400878,Outside,FALSE,9.2,1,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2010,2010-07-14,1.5427757992337934,Outside,FALSE,8,5,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2011,2011-08-29,1.6733822399176899,Outside,FALSE,13.2,10,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2012,2012-09-12,1.6287632561554126,Outside,FALSE,12.5,5,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2013,2013-08-29,1.1737173189051606,Outside,FALSE,6.5,20,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2014,2014-09-16,1.441067053825216,Outside,FALSE,10.7,10,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2015,2015-09-29,1.5474941281978039,Outside,FALSE,20,0,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2016,2016-08-24,1.3070587044620339,Outside,FALSE,13.9,7,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2017,2017-08-24,1.3152387981120277,Outside,FALSE,4.7,5,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2018,2018-09-12,0.9233296698635503,Outside,FALSE,6.5,15,50.67,VFT
10,SC,Santa Cruz Island,YB,Yellow Banks,2019,2019-09-26,1.0136649195005232,Outside,FALSE,13,5,50.67,VFT
11,NA,NA,NA,NA,1985,NA,0.5657100293448253,NA,NA,NA,NA,NA,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-08-27,1.6982015931063392,Outside,TRUE,8.1,NA,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-09-12,1.6982015931063392,Outside,TRUE,11.8,5,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-15,0.4205739682784004,Outside,TRUE,18.6,NA,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-09-22,1.05333970396715,Outside,TRUE,20.8,8,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,1.05333970396715,Outside,TRUE,12.4,6,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-09-21,1.8208144376843531,Outside,TRUE,16,5,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,1.8208144376843531,Outside,TRUE,24,15,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-06-22,0.19008761259666168,Outside,TRUE,16,15,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-09-27,0.19008761259666168,Outside,TRUE,14.5,5,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-07-26,1.2629192832710179,Outside,TRUE,12,10,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-19,1.2629192832710179,Outside,TRUE,23,30,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1992,1992-08-21,0.4835463451188191,Outside,TRUE,23,15,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1992,1992-10-21,0.4835463451188191,Outside,TRUE,23,10,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1993,1993-08-25,0.8965926200831786,Outside,TRUE,14.5,45,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1993,1993-09-17,0.8965926200831786,Outside,TRUE,28,10,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1994,1994-08-08,0.9697558675083355,Outside,TRUE,16.2,15,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1994,1994-09-29,0.9697558675083355,Outside,TRUE,27,15,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1995,1995-08-08,1.1775788403861087,Outside,TRUE,17.7,15,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1995,1995-09-14,1.1775788403861087,Outside,TRUE,13.4,8,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1996,1996-08-22,0.3280206542877422,Outside,TRUE,10.6,15,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1996,1996-10-01,0.3280206542877422,Outside,TRUE,16.8,NA,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1997,1997-06-19,1.0986389535958665,Outside,TRUE,10.1,15,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1997,1997-08-05,1.0986389535958665,Outside,TRUE,20.2,50,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1998,1998-06-18,0.1188426269439812,Outside,TRUE,8,30,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1998,1998-08-06,0.1188426269439812,Outside,TRUE,17,35,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,1999,1999-08-16,0,Outside,TRUE,11.5,10,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2000,2000-06-15,1.602134828622548,Outside,TRUE,NA,NA,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2000,2000-08-14,1.602134828622548,Outside,TRUE,10.5,30,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2001,2001-06-14,1.006901051107412,Outside,TRUE,31,20,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2001,2001-08-17,1.006901051107412,Outside,TRUE,9,20,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2002,2002-08-06,0.6341786357122057,Outside,TRUE,13,15,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2002,2002-08-19,0.6341786357122057,Outside,TRUE,8,50,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2003,2003-07-10,0.5137954862502395,Outside,TRUE,8,15,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2003,2003-08-18,0.5137954862502395,Outside,TRUE,5,25,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2004,2004-08-09,1.5079949214955024,Outside,TRUE,20,3,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2004,2004-10-01,1.5079949214955024,Outside,TRUE,15,15,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2005,2005-08-22,0.6154329233092016,Outside,TRUE,19,12,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2006,2006-08-08,1.2554333051619957,Outside,TRUE,21,35,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2006,2006-09-28,1.2554333051619957,Outside,TRUE,19.3,12,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2007,2007-07-13,1.9506612561991292,Outside,TRUE,17.1,5,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2007,2007-08-08,1.9506612561991292,Outside,TRUE,18,0,44.36,VFT
11,NA,NA,NA,NA,2008,NA,0.1808273548298674,NA,NA,NA,NA,NA,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2009,2009-06-18,1.2687796650385967,Outside,TRUE,13,0,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2010,2010-06-15,1.0010960445228807,Outside,TRUE,14.4,0,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2011,2011-07-25,1.3913494616620559,Outside,TRUE,10,18,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2012,2012-09-10,1.586439199889799,Outside,TRUE,21.2,3,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2013,2013-07-19,0.7357136193752637,Outside,TRUE,12,15,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2014,2014-05-27,0.1340697279930312,Outside,TRUE,12.6,5,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2015,2015-07-16,0.8331277873823278,Outside,TRUE,12.5,20,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2015,2015-10-01,0.8331277873823278,Outside,TRUE,30,4,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2016,2016-10-12,1.4250555841091832,Outside,TRUE,10.2,17,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2017,2017-08-10,2.255918041546557,Outside,TRUE,19,5,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2018,2018-08-07,2.076215672939894,Outside,TRUE,7.5,10,44.36,VFT
11,AN,Anacapa Island,AR,Admiral's Reef,2019,2019-09-26,1.7396477665492653,Outside,TRUE,15,10,44.36,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1985,1985-06-11,0.2050771742999647,Inside,TRUE,10.8,0,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1986,1986-08-25,1.2173528119439507,Inside,TRUE,8.4,10,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1986,1986-09-12,1.2173528119439507,Inside,TRUE,15.8,15,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1987,1987-07-13,0.33440426102187637,Inside,TRUE,9.9,NA,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1987,1987-10-15,0.33440426102187637,Inside,TRUE,22.1,0,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1988,1988-09-01,0.922625302824784,Inside,TRUE,7.3,10,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1988,1988-09-23,0.922625302824784,Inside,TRUE,13.1,18,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1989,1989-06-22,1.090604118957166,Inside,TRUE,2,17,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1989,1989-09-21,1.090604118957166,Inside,TRUE,20,0,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1990,1990-08-21,0.23503274461538237,Inside,TRUE,22.3,5,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1990,1990-09-14,0.23503274461538237,Inside,TRUE,22.3,2,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1991,1991-08-08,1.0847375430201134,Inside,TRUE,19.3,2,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1991,1991-08-29,1.0847375430201134,Inside,TRUE,14.2,5,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1992,1992-08-20,0.49125725401552506,Inside,TRUE,18.4,10,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1992,1992-10-23,0.49125725401552506,Inside,TRUE,15,15,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1993,1993-10-01,1.875979413170268,Inside,TRUE,19,10,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1994,1994-08-11,1.8260271579838123,Inside,TRUE,13.7,15,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1994,1994-08-26,1.8260271579838123,Inside,TRUE,17,30,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1995,1995-06-23,1.5490573823903742,Inside,TRUE,13.4,20,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1995,1995-08-25,1.5490573823903742,Inside,TRUE,12.7,NA,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1996,1996-06-21,1.0174814958005929,Inside,TRUE,14,10,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1996,1996-08-08,1.0174814958005929,Inside,TRUE,11.1,10,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1997,1997-07-25,1.513128279043966,Inside,TRUE,16,5,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1997,1997-08-20,1.513128279043966,Inside,TRUE,15.1,20,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1998,1998-06-19,0.7012512073031734,Inside,TRUE,12,10,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1999,1999-08-05,2.1491213737426778,Inside,TRUE,9,25,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,1999,1999-09-27,2.1491213737426778,Inside,TRUE,16.5,25,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2000,2000-06-30,1.6725023005407578,Inside,TRUE,14.4,10,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2000,2000-09-28,1.6725023005407578,Inside,TRUE,21.8,10,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2001,2001-07-20,0.4006286148941438,Inside,TRUE,11.5,10,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2001,2001-08-14,0.4006286148941438,Inside,TRUE,14.5,20,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2002,2002-06-20,0.956500585425583,Inside,TRUE,7,60,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2002,2002-08-20,0.956500585425583,Inside,TRUE,6,10,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2003,2003-07-11,1.5478331291043874,Inside,TRUE,11.2,12,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2003,2003-07-25,1.5478331291043874,Inside,TRUE,8,10,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2004,2004-06-07,1.511154878343467,Inside,TRUE,9,15,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2004,2004-08-10,1.511154878343467,Inside,TRUE,17,15,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2005,2005-06-27,0.18979205474628075,Inside,TRUE,5,5,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2006,2006-08-04,1.4002599464633314,Inside,TRUE,14,10,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2007,2007-09-04,1.676213330351556,Inside,TRUE,2.5,30,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2008,2008-07-16,1.6818864116783425,Inside,TRUE,14,0,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2009,2009-07-29,2.304689186460725,Inside,TRUE,6.9,7,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2010,2010-06-14,1.7087732884540925,Inside,TRUE,9.5,0,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2011,2011-05-19,1.2518799494090995,Inside,TRUE,11.5,40,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2012,2012-06-25,2.036888449152022,Inside,TRUE,5.6,10,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2013,2013-05-31,1.5040891014298312,Inside,TRUE,4.8,22,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2014,2014-05-29,1.8915701239077474,Inside,TRUE,11,35,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2015,2015-05-15,1.4039824816338609,Inside,TRUE,9,30,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2016,2016-06-22,1.3387777172503053,Inside,TRUE,4.1,5,26.45,VFT
12,AN,Anacapa Island,CC,Cathedral Cove,2017,2017-06-09,2.1831085786691142,Inside,TRUE,13,5,26.45,VFT
