SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,Date,CommonName,ScientificName,ReserveStatus,Reference,Mean_Density,HorizontalSecci,Surge,MeanDepth
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-08-10,"garibaldi, juvenile",Hypsypops rubicundus,Outside,FALSE,0,7.7,15,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-08-10,"kelp bass, adult",Paralabrax clathratus,Outside,FALSE,0,7.7,15,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-08-10,"kelp bass, juvenile",Paralabrax clathratus,Outside,FALSE,0,7.7,15,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-08-10,"kelp rockfish, adult",Sebastes atrovirens,Outside,FALSE,0.005,7.7,15,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-08-10,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,FALSE,0,7.7,15,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-08-10,"olive rockfish, adult",Sebastes serranoides,Outside,FALSE,0,7.7,15,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-08-10,"olive rockfish, juvenile",Sebastes serranoides,Outside,FALSE,0.1283,7.7,15,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-08-10,"opaleye, adult",Girella nigricans,Outside,FALSE,0,7.7,15,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-08-10,"opaleye, juvenile",Girella nigricans,Outside,FALSE,0,7.7,15,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-08-10,"pile perch, adult",Rhacochilus vacca,Outside,FALSE,0.0083,7.7,15,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-08-10,"pile perch, juvenile",Rhacochilus vacca,Outside,FALSE,0.0017,7.7,15,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-08-10,"rock wrasse, female",Halichoeres semicinctus,Outside,FALSE,0,7.7,15,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-08-10,"rock wrasse, male",Halichoeres semicinctus,Outside,FALSE,0,7.7,15,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-08-10,"senorita, adult",Oxyjulis californica,Outside,FALSE,0.13,7.7,15,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-08-10,"senorita, juvenile",Oxyjulis californica,Outside,FALSE,0,7.7,15,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-08-10,"striped surfperch, adult",Embiotoca lateralis,Outside,FALSE,0.005,7.7,15,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-08-10,"striped surfperch, juvenile",Embiotoca lateralis,Outside,FALSE,0.0017,7.7,15,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"black surfperch, adult",Embiotoca jacksoni,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"black surfperch, juvenile",Embiotoca jacksoni,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"blacksmith, adult",Chromis punctipinnis,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"blacksmith, juvenile",Chromis punctipinnis,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"blue rockfish, adult",Sebastes mystinus,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"blue rockfish, juvenile",Sebastes mystinus,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"California sheephead, female",Semicossyphus pulcher,Outside,FALSE,0.0017,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"California sheephead, juvenile",Semicossyphus pulcher,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"California sheephead, male",Semicossyphus pulcher,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"garibaldi, adult",Hypsypops rubicundus,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"garibaldi, juvenile",Hypsypops rubicundus,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"kelp bass, adult",Paralabrax clathratus,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"kelp bass, juvenile",Paralabrax clathratus,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"kelp rockfish, adult",Sebastes atrovirens,Outside,FALSE,0.0033,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"olive rockfish, adult",Sebastes serranoides,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"olive rockfish, juvenile",Sebastes serranoides,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"opaleye, adult",Girella nigricans,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"opaleye, juvenile",Girella nigricans,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"pile perch, adult",Rhacochilus vacca,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"pile perch, juvenile",Rhacochilus vacca,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"rock wrasse, female",Halichoeres semicinctus,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"rock wrasse, male",Halichoeres semicinctus,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"senorita, adult",Oxyjulis californica,Outside,FALSE,0.035,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"senorita, juvenile",Oxyjulis californica,Outside,FALSE,0,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"striped surfperch, adult",Embiotoca lateralis,Outside,FALSE,0.0033,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-27,"striped surfperch, juvenile",Embiotoca lateralis,Outside,FALSE,0.0017,9,14,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"black surfperch, adult",Embiotoca jacksoni,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"black surfperch, juvenile",Embiotoca jacksoni,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"blacksmith, adult",Chromis punctipinnis,Outside,FALSE,0.0033,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"blacksmith, juvenile",Chromis punctipinnis,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"blue rockfish, adult",Sebastes mystinus,Outside,FALSE,0.0033,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"blue rockfish, juvenile",Sebastes mystinus,Outside,FALSE,0.0033,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"California sheephead, female",Semicossyphus pulcher,Outside,FALSE,0.005,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"California sheephead, juvenile",Semicossyphus pulcher,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"California sheephead, male",Semicossyphus pulcher,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"garibaldi, adult",Hypsypops rubicundus,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"garibaldi, juvenile",Hypsypops rubicundus,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"garibaldi, subadult",Hypsypops rubicundus,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"kelp bass, adult",Paralabrax clathratus,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"kelp bass, juvenile",Paralabrax clathratus,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"kelp rockfish, adult",Sebastes atrovirens,Outside,FALSE,0.005,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"olive rockfish, adult",Sebastes serranoides,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"olive rockfish, juvenile",Sebastes serranoides,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"opaleye, adult",Girella nigricans,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"opaleye, juvenile",Girella nigricans,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"pile perch, adult",Rhacochilus vacca,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"pile perch, juvenile",Rhacochilus vacca,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"rock wrasse, female",Halichoeres semicinctus,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"rock wrasse, male",Halichoeres semicinctus,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"senorita, adult",Oxyjulis californica,Outside,FALSE,0.0183,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"senorita, juvenile",Oxyjulis californica,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"striped surfperch, adult",Embiotoca lateralis,Outside,FALSE,0.0017,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,"striped surfperch, juvenile",Embiotoca lateralis,Outside,FALSE,0,9.8,30,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"black surfperch, adult",Embiotoca jacksoni,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"black surfperch, juvenile",Embiotoca jacksoni,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"blacksmith, adult",Chromis punctipinnis,Outside,FALSE,0.0083,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"blacksmith, juvenile",Chromis punctipinnis,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"blue rockfish, adult",Sebastes mystinus,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"blue rockfish, juvenile",Sebastes mystinus,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"California sheephead, female",Semicossyphus pulcher,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"California sheephead, juvenile",Semicossyphus pulcher,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"California sheephead, male",Semicossyphus pulcher,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"garibaldi, adult",Hypsypops rubicundus,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"garibaldi, juvenile",Hypsypops rubicundus,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"garibaldi, subadult",Hypsypops rubicundus,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"kelp bass, adult",Paralabrax clathratus,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"kelp bass, juvenile",Paralabrax clathratus,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"kelp rockfish, adult",Sebastes atrovirens,Outside,FALSE,0.0067,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"olive rockfish, adult",Sebastes serranoides,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"olive rockfish, juvenile",Sebastes serranoides,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"opaleye, adult",Girella nigricans,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"opaleye, juvenile",Girella nigricans,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"pile perch, adult",Rhacochilus vacca,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"pile perch, juvenile",Rhacochilus vacca,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"rock wrasse, female",Halichoeres semicinctus,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"rock wrasse, male",Halichoeres semicinctus,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"senorita, adult",Oxyjulis californica,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"senorita, juvenile",Oxyjulis californica,Outside,FALSE,0,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"striped surfperch, adult",Embiotoca lateralis,Outside,FALSE,0.0017,8,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,"striped surfperch, juvenile",Embiotoca lateralis,Outside,FALSE,0,8,40,43.27
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"black surfperch, adult",Embiotoca jacksoni,Inside,FALSE,0,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"black surfperch, juvenile",Embiotoca jacksoni,Inside,FALSE,0,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"blacksmith, adult",Chromis punctipinnis,Inside,FALSE,0.2917,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"blacksmith, juvenile",Chromis punctipinnis,Inside,FALSE,0,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"blue rockfish, adult",Sebastes mystinus,Inside,FALSE,0.0033,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"blue rockfish, juvenile",Sebastes mystinus,Inside,FALSE,0.1267,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"California sheephead, female",Semicossyphus pulcher,Inside,FALSE,0.01,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"California sheephead, male",Semicossyphus pulcher,Inside,FALSE,0,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"garibaldi, adult",Hypsypops rubicundus,Inside,FALSE,0,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"garibaldi, juvenile",Hypsypops rubicundus,Inside,FALSE,0,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"kelp bass, adult",Paralabrax clathratus,Inside,FALSE,0,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"kelp bass, juvenile",Paralabrax clathratus,Inside,FALSE,0,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"kelp rockfish, adult",Sebastes atrovirens,Inside,FALSE,0.0017,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,FALSE,0,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"olive rockfish, adult",Sebastes serranoides,Inside,FALSE,0.005,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"olive rockfish, juvenile",Sebastes serranoides,Inside,FALSE,0,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"opaleye, adult",Girella nigricans,Inside,FALSE,0,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"opaleye, juvenile",Girella nigricans,Inside,FALSE,0,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"pile perch, adult",Rhacochilus vacca,Inside,FALSE,0,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"pile perch, juvenile",Rhacochilus vacca,Inside,FALSE,0,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"senorita, adult",Oxyjulis californica,Inside,FALSE,0,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"senorita, juvenile",Oxyjulis californica,Inside,FALSE,0,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"striped surfperch, adult",Embiotoca lateralis,Inside,FALSE,0.0017,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,"striped surfperch, juvenile",Embiotoca lateralis,Inside,FALSE,0,10.8,30,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"black surfperch, adult",Embiotoca jacksoni,Inside,FALSE,0,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"black surfperch, juvenile",Embiotoca jacksoni,Inside,FALSE,0,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"blacksmith, adult",Chromis punctipinnis,Inside,FALSE,0,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"blacksmith, juvenile",Chromis punctipinnis,Inside,FALSE,0,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"blue rockfish, adult",Sebastes mystinus,Inside,FALSE,0,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"blue rockfish, juvenile",Sebastes mystinus,Inside,FALSE,0,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"California sheephead, female",Semicossyphus pulcher,Inside,FALSE,0.0017,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"California sheephead, male",Semicossyphus pulcher,Inside,FALSE,0,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"garibaldi, adult",Hypsypops rubicundus,Inside,FALSE,0,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"garibaldi, juvenile",Hypsypops rubicundus,Inside,FALSE,0,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"kelp bass, adult",Paralabrax clathratus,Inside,FALSE,0,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"kelp bass, juvenile",Paralabrax clathratus,Inside,FALSE,0,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"kelp rockfish, adult",Sebastes atrovirens,Inside,FALSE,0.0083,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,FALSE,0,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"olive rockfish, adult",Sebastes serranoides,Inside,FALSE,0.0033,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"olive rockfish, juvenile",Sebastes serranoides,Inside,FALSE,0,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"opaleye, adult",Girella nigricans,Inside,FALSE,0,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"opaleye, juvenile",Girella nigricans,Inside,FALSE,0,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"pile perch, adult",Rhacochilus vacca,Inside,FALSE,0,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"pile perch, juvenile",Rhacochilus vacca,Inside,FALSE,0,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"senorita, adult",Oxyjulis californica,Inside,FALSE,0,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"senorita, juvenile",Oxyjulis californica,Inside,FALSE,0,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"striped surfperch, adult",Embiotoca lateralis,Inside,FALSE,0,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,"striped surfperch, juvenile",Embiotoca lateralis,Inside,FALSE,0.0017,18.1,3,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"black surfperch, adult",Embiotoca jacksoni,Inside,FALSE,0.0033,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"black surfperch, juvenile",Embiotoca jacksoni,Inside,FALSE,0.0033,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"blacksmith, adult",Chromis punctipinnis,Inside,FALSE,0.1033,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"blacksmith, juvenile",Chromis punctipinnis,Inside,FALSE,0,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"blue rockfish, adult",Sebastes mystinus,Inside,FALSE,0.0117,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"blue rockfish, juvenile",Sebastes mystinus,Inside,FALSE,0.0567,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"California sheephead, female",Semicossyphus pulcher,Inside,FALSE,0.0083,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"California sheephead, male",Semicossyphus pulcher,Inside,FALSE,0,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"garibaldi, adult",Hypsypops rubicundus,Inside,FALSE,0,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"garibaldi, juvenile",Hypsypops rubicundus,Inside,FALSE,0,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"kelp bass, adult",Paralabrax clathratus,Inside,FALSE,0,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"kelp bass, juvenile",Paralabrax clathratus,Inside,FALSE,0,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"kelp rockfish, adult",Sebastes atrovirens,Inside,FALSE,0.0117,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,FALSE,0,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"olive rockfish, adult",Sebastes serranoides,Inside,FALSE,0.0033,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"olive rockfish, juvenile",Sebastes serranoides,Inside,FALSE,0.035,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"opaleye, adult",Girella nigricans,Inside,FALSE,0,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"opaleye, juvenile",Girella nigricans,Inside,FALSE,0,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"pile perch, adult",Rhacochilus vacca,Inside,FALSE,0.0033,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"pile perch, juvenile",Rhacochilus vacca,Inside,FALSE,0,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"senorita, adult",Oxyjulis californica,Inside,FALSE,0.0083,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"senorita, juvenile",Oxyjulis californica,Inside,FALSE,0,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"striped surfperch, adult",Embiotoca lateralis,Inside,FALSE,0.0017,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,"striped surfperch, juvenile",Embiotoca lateralis,Inside,FALSE,0.01,15.7,5,20.5
2,SM,San Miguel Island,HR,Hare Rock,1988,1988-09-21,"black surfperch, adult",Embiotoca jacksoni,Inside,FALSE,0.0017,11.4,12,20.5
2,SM,San Miguel Island,HR,Hare Rock,1988,1988-09-21,"black surfperch, juvenile",Embiotoca jacksoni,Inside,FALSE,0,11.4,12,20.5
2,SM,San Miguel Island,HR,Hare Rock,1988,1988-09-21,"blacksmith, adult",Chromis punctipinnis,Inside,FALSE,0,11.4,12,20.5
2,SM,San Miguel Island,HR,Hare Rock,1988,1988-09-21,"blacksmith, juvenile",Chromis punctipinnis,Inside,FALSE,0,11.4,12,20.5
2,SM,San Miguel Island,HR,Hare Rock,1988,1988-09-21,"blue rockfish, adult",Sebastes mystinus,Inside,FALSE,0.0017,11.4,12,20.5
2,SM,San Miguel Island,HR,Hare Rock,1988,1988-09-21,"blue rockfish, juvenile",Sebastes mystinus,Inside,FALSE,0.02,11.4,12,20.5
